2,1
3,2
5,4
7,3
7,5
8,7
9,6
9,8
10,9
11,10
14,12
14,13
15,14
16,15
18,17
19,18
20,19
21,20
22,16
22,21
23,22
25,11
25,24
26,25
27,26
28,27
29,28
30,29
31,30
32,31
33,32
34,33
35,28
35,34
37,36
38,37
39,38
40,39
41,35
41,36
41,37
41,38
41,39
42,41
43,42
44,43
46,45
47,46
48,47
49,48
51,44
51,49
51,50
52,51
53,52
54,53
55,54
56,55
57,56
59,57
59,58
60,59
61,58
62,60
62,61
63,62
64,63
65,64
